src,sport,dst,dport,fiat_mean,fiat_min,fiat_max,fiat_std,biat_mean,biat_min,biat_max,biat_std,diat_mean,diat_min,diat_max,diat_std,duration,fwin_total,fwin_mean,fwin_min,fwin_max,fwin_std,bwin_total,bwin_mean,bwin_min,bwin_max,bwin_std,dwin_total,dwin_mean,dwin_min,dwin_max,dwin_std,fpnum,bpnum,dpnum,bfpnum_rate,fpnum_s,bpnum_s,dpnum_s,fpl_total,fpl_mean,fpl_min,fpl_max,fpl_std,bpl_total,bpl_mean,bpl_min,bpl_max,bpl_std,dpl_total,dpl_mean,dpl_min,dpl_max,dpl_std,bfpl_rate,fpl_s,bpl_s,dpl_s,fin_cnt,syn_cnt,rst_cnt,pst_cnt,ack_cnt,urg_cnt,cwe_cnt,ece_cnt,fwd_pst_cnt,fwd_urg_cnt,bwd_pst_cnt,bwd_urg_cnt,fp_hdr_len,bp_hdr_len,dp_hdr_len,f_ht_len,b_ht_len,d_ht_len
192.168.1.195,51834,185.244.25.235,6667,0.129394,0.00025,0.9667,0.316566,0.203486,0.000007,0.983188,0.389924,0.07394,0.000007,0.9667,0.24771,1.035256,32968,3663.111111,457,29200,9028.65503,12489,2081.5,181,11584,4249.647191,45457,3030.466667,181,29200,7532.205917,9,6,15,0.666593,8.693502,5.795668,14.48917,689,76.555556,66,126,18.349151,647,107.833333,66,199,52.193284,1336,89.066667,66,199,39.069966,0.939041,665.535867,624.966192,1290.502059,1,2,0,5,14,0,0,0,2,0,3,0,486,324,810,0.704348,0.5,0.606287
192.168.1.195,50960,185.244.25.235,6667,0.130956,0.000249,0.963452,0.31482,0.206134,0.000007,0.980441,0.387328,0.074832,0.000007,0.963452,0.246636,1.047752,32968,3663.111111,457,29200,9028.65503,12489,2081.5,181,11584,4249.647191,45457,3030.466667,181,29200,7532.205917,9,6,15,0.666593,8.589819,5.726546,14.316365,689,76.555556,66,126,18.349151,647,107.833333,66,199,52.193284,1336,89.066667,66,199,39.069966,0.939041,657.598363,617.512541,1275.110904,1,2,0,5,14,0,0,0,2,0,3,0,486,324,810,0.704348,0.5,0.606287
192.168.1.195,50092,185.244.25.235,6667,0.1623,0.0005,0.936716,0.317044,0.153414,0.000004,0.952458,0.326703,0.07574,0.000004,0.936716,0.230744,1.136201,32399,4049.875,457,29200,9505.853742,12851,1606.375,181,11584,3771.187775,45250,2828.125,181,29200,7333.773201,8,8,16,0.999875,7.041008,7.041008,14.082016,611,76.375,66,126,19.454675,770,96.25,66,160,34.560635,1381,86.3125,66,160,29.75256,1.260227,537.756964,677.696992,1215.453956,1,2,0,6,15,0,0,0,2,0,4,0,432,432,864,0.705882,0.560311,0.625634
192.168.1.195,51356,185.244.25.235,6667,0.153627,0.000249,0.941215,0.322061,0.17461,0.000003,0.958453,0.350867,0.076813,0.000003,0.941215,0.240115,1.075486,32495,4061.875,457,29200,9501.319611,12670,1810,181,11584,3990.218791,45165,3011,181,29200,7539.164543,8,7,15,0.874891,7.438498,6.508685,13.947183,623,77.875,66,126,19.055429,713,101.857143,66,199,50.49025,1336,89.066667,66,199,39.069966,1.14446,579.272998,662.956096,1242.229094,1,2,0,5,14,0,0,0,2,0,3,0,432,378,810,0.692308,0.529412,0.606287
192.168.1.195,51302,185.244.25.235,6667,0.153876,0.0005,0.868007,0.292322,0.163324,0.000007,0.885495,0.323518,0.076938,0.000007,0.868007,0.2203,1.077232,32399,4049.875,457,29200,9505.853742,12670,1810,181,11584,3990.218791,45069,3004.6,181,29200,7541.322818,8,7,15,0.874891,7.426441,6.498136,13.924577,611,76.375,66,126,19.454675,704,100.571429,66,160,34.866509,1315,87.666667,66,160,30.24713,1.152208,567.194439,653.526817,1220.721256,1,2,0,6,14,0,0,0,2,0,4,0,432,378,810,0.705882,0.53617,0.61597
192.168.1.195,49720,185.244.25.235,6667,0.154732,0.00025,0.91273,0.309968,0.166864,0.000006,0.932717,0.342701,0.077366,0.000006,0.91273,0.232187,1.083226,32399,4049.875,457,29200,9505.853742,12670,1810,181,11584,3990.218791,45069,3004.6,181,29200,7541.322818,8,7,15,0.874891,7.385347,6.462179,13.847526,611,76.375,66,126,19.454675,704,100.571429,66,160,34.866509,1315,87.666667,66,160,30.24713,1.152208,564.055885,649.910545,1213.96643,1,2,0,6,14,0,0,0,2,0,4,0,432,378,810,0.705882,0.53617,0.61597
192.168.1.195,49958,185.244.25.235,6667,0.149022,0.00025,0.942969,0.324328,0.176191,0.000008,0.958952,0.350411,0.077581,0.000008,0.942969,0.240426,1.086231,32495,4061.875,457,29200,9501.319611,12670,1810,181,11584,3990.218791,45165,3011,181,29200,7539.164543,8,7,15,0.874891,7.364916,6.444301,13.809217,622,77.75,66,126,19.037791,712,101.714286,66,199,50.547613,1334,88.933333,66,199,39.097258,1.144693,572.622214,655.477518,1228.099732,1,2,0,5,14,0,0,0,2,0,3,0,432,378,810,0.693419,0.530154,0.607196
192.168.1.195,52352,185.244.25.235,6667,0.158053,0.00025,0.96495,0.330538,0.181231,0.000006,0.982188,0.358965,0.079026,0.000006,0.96495,0.246369,1.106469,32495,4061.875,457,29200,9501.319611,12670,1810,181,11584,3990.218791,45165,3011,181,29200,7539.164543,8,7,15,0.874891,7.230207,6.326431,13.556638,623,77.875,66,126,19.055429,713,101.857143,66,199,50.49025,1336,89.066667,66,199,39.069966,1.14446,563.052377,644.392206,1207.444583,1,2,0,5,14,0,0,0,2,0,3,0,432,378,810,0.692308,0.529412,0.606287
192.168.1.195,49742,185.244.25.235,6667,0.158267,0.000249,0.904483,0.305737,0.178816,0.000004,0.920465,0.332583,0.079133,0.000004,0.904483,0.229898,1.107967,32495,4061.875,457,29200,9501.319611,12670,1810,181,11584,3990.218791,45165,3011,181,29200,7539.164543,8,7,15,0.874891,7.220432,6.317878,13.53831,623,77.875,66,126,19.055429,713,101.857143,66,199,50.49025,1336,89.066667,66,199,39.069966,1.14446,562.291115,643.520971,1205.812086,1,2,0,5,14,0,0,0,2,0,3,0,432,378,810,0.692308,0.529412,0.606287
192.168.1.195,51606,185.244.25.235,6667,0.147701,0.000249,0.965451,0.333925,0.203337,0.000007,0.981934,0.389376,0.079532,0.000007,0.965451,0.255846,1.03401,32495,4061.875,457,29200,9501.319611,12489,2081.5,181,11584,4249.647191,44984,3213.142857,181,29200,7764.406268,8,6,14,0.749906,7.736869,5.802652,13.539521,623,77.875,66,126,19.055429,647,107.833333,66,199,52.193284,1270,90.714286,66,199,39.93464,1.038522,602.50868,625.719287,1228.227967,1,2,0,5,13,0,0,0,2,0,3,0,432,324,756,0.692308,0.5,0.595276
192.168.1.195,49516,185.244.25.235,6667,0.147879,0.00025,0.966463,0.334264,0.203736,0.000008,0.983696,0.390058,0.079627,0.000008,0.966463,0.256111,1.035256,32495,4061.875,457,29200,9501.319611,12489,2081.5,181,11584,4249.647191,44984,3213.142857,181,29200,7764.406268,8,6,14,0.749906,7.727557,5.795668,13.523225,623,77.875,66,126,19.055429,647,107.833333,66,199,52.193284,1270,90.714286,66,199,39.93464,1.038522,601.78352,624.966192,1226.749712,1,2,0,5,13,0,0,0,2,0,3,0,432,324,756,0.692308,0.5,0.595276
192.168.1.195,52718,185.244.25.235,6667,0.14788,0.000251,0.952208,0.328521,0.200537,0.000007,0.96895,0.384281,0.079628,0.000007,0.952208,0.252077,1.035262,32495,4061.875,457,29200,9501.319611,12489,2081.5,181,11584,4249.647191,44984,3213.142857,181,29200,7764.406268,8,6,14,0.749906,7.727512,5.795634,13.523146,623,77.875,66,126,19.055429,647,107.833333,66,199,52.193284,1270,90.714286,66,199,39.93464,1.038522,601.780032,624.96257,1226.742602,1,2,0,5,13,0,0,0,2,0,3,0,432,324,756,0.692308,0.5,0.595276
192.168.1.195,50292,185.244.25.235,6667,0.147951,0.00025,0.967699,0.334738,0.203735,0.000006,0.984689,0.390551,0.079666,0.000006,0.967699,0.256455,1.035759,32495,4061.875,457,29200,9501.319611,12489,2081.5,181,11584,4249.647191,44984,3213.142857,181,29200,7764.406268,8,6,14,0.749906,7.723804,5.792853,13.516657,623,77.875,66,126,19.055429,647,107.833333,66,199,52.193284,1270,90.714286,66,199,39.93464,1.038522,601.491274,624.662687,1226.153961,1,2,0,5,13,0,0,0,2,0,3,0,432,324,756,0.692308,0.5,0.595276
192.168.1.195,50178,185.244.25.235,6667,0.148058,0.000249,0.9682,0.3349,0.204133,0.000006,0.986446,0.391231,0.079724,0.000006,0.9682,0.256584,1.036506,32495,4061.875,457,29200,9501.319611,12489,2081.5,181,11584,4249.647191,44984,3213.142857,181,29200,7764.406268,8,6,14,0.749906,7.718238,5.788679,13.506917,623,77.875,66,126,19.055429,647,107.833333,66,199,52.193284,1270,90.714286,66,199,39.93464,1.038522,601.057785,624.212499,1225.270284,1,2,0,5,13,0,0,0,2,0,3,0,432,324,756,0.692308,0.5,0.595276
192.168.1.195,49396,185.244.25.235,6667,0.14813,0.00025,0.966469,0.334168,0.203984,0.000008,0.98419,0.390183,0.079762,0.000008,0.966469,0.256079,1.037011,32495,4061.875,457,29200,9501.319611,12489,2081.5,181,11584,4249.647191,44984,3213.142857,181,29200,7764.406268,8,6,14,0.749906,7.714479,5.78586,13.500339,623,77.875,66,126,19.055429,647,107.833333,66,199,52.193284,1270,90.714286,66,199,39.93464,1.038522,600.765083,623.908522,1224.673605,1,2,0,5,13,0,0,0,2,0,3,0,432,324,756,0.692308,0.5,0.595276
192.168.1.195,53276,185.244.25.235,6667,0.150128,0.000248,0.964448,0.332597,0.207033,0.000007,0.993927,0.393559,0.080838,0.000007,0.964448,0.255263,1.050996,32495,4061.875,457,29200,9501.319611,12489,2081.5,181,11584,4249.647191,44984,3213.142857,181,29200,7764.406268,8,6,14,0.749906,7.611827,5.70887,13.320697,622,77.75,66,126,19.037791,646,107.666667,66,199,52.27704,1268,90.571429,66,199,39.969121,1.038584,591.819569,614.655051,1206.47462,1,2,0,5,13,0,0,0,2,0,3,0,432,324,756,0.693419,0.500773,0.596215
192.168.1.195,50608,185.244.25.235,6667,0.1502,0.00025,0.966958,0.333606,0.206983,0.000007,0.982941,0.388037,0.080877,0.000007,0.966958,0.255902,1.0515,32495,4061.875,457,29200,9501.319611,12489,2081.5,181,11584,4249.647191,44984,3213.142857,181,29200,7764.406268,8,6,14,0.749906,7.608179,5.706134,13.314313,623,77.875,66,126,19.055429,647,107.833333,66,199,52.193284,1270,90.714286,66,199,39.93464,1.038522,592.486923,615.31146,1207.798383,1,2,0,5,13,0,0,0,2,0,3,0,432,324,756,0.692308,0.5,0.595276
192.168.1.195,49602,185.244.25.235,6667,0.1502,0.00025,0.966699,0.333501,0.206981,0.000249,0.983189,0.388159,0.080877,0.000249,0.966699,0.255825,1.051499,32495,4061.875,457,29200,9501.319611,12489,2081.5,181,11584,4249.647191,44984,3213.142857,181,29200,7764.406268,8,6,14,0.749906,7.608186,5.70614,13.314326,623,77.875,66,126,19.055429,647,107.833333,66,199,52.193284,1270,90.714286,66,199,39.93464,1.038522,592.487487,615.312045,1207.799532,1,2,0,5,13,0,0,0,2,0,3,0,432,324,756,0.692308,0.5,0.595276
192.168.1.195,53160,185.244.25.235,6667,0.150271,0.000253,0.899233,0.306556,0.204081,0.000007,0.916465,0.357126,0.080915,0.000007,0.899233,0.23707,1.052,32495,4061.875,457,29200,9501.319611,12489,2081.5,181,11584,4249.647191,44984,3213.142857,181,29200,7764.406268,8,6,14,0.749906,7.604563,5.703422,13.307985,623,77.875,66,126,19.055429,647,107.833333,66,199,52.193284,1270,90.714286,66,199,39.93464,1.038522,592.205323,615.019011,1207.224334,1,2,0,5,13,0,0,0,2,0,3,0,432,324,756,0.692308,0.5,0.595276
192.168.1.195,50672,185.244.25.235,6667,0.150912,0.00025,0.965963,0.332934,0.207938,0.000018,0.981936,0.387072,0.08126,0.000018,0.965963,0.255523,1.056482,32495,4061.875,457,29200,9501.319611,12489,2081.5,181,11584,4249.647191,44984,3213.142857,181,29200,7764.406268,8,6,14,0.749906,7.572301,5.679226,13.251527,623,77.875,66,126,19.055429,647,107.833333,66,199,52.193284,1270,90.714286,66,199,39.93464,1.038522,589.692962,612.409866,1202.102828,1,2,0,5,13,0,0,0,2,0,3,0,432,324,756,0.692308,0.5,0.595276
192.168.1.195,51376,185.244.25.235,6667,0.150986,0.000252,0.960955,0.330898,0.207033,0.000007,0.97969,0.386397,0.0813,0.000007,0.960955,0.254082,1.057,32495,4061.875,457,29200,9501.319611,12489,2081.5,181,11584,4249.647191,44984,3213.142857,181,29200,7764.406268,8,6,14,0.749906,7.56859,5.676443,13.245033,622,77.75,66,126,19.037791,646,107.666667,66,199,52.27704,1268,90.571429,66,199,39.969121,1.038584,588.4579,611.163671,1199.621571,1,2,0,5,13,0,0,0,2,0,3,0,432,324,756,0.693419,0.500773,0.596215
192.168.1.195,52670,185.244.25.235,6667,0.151307,0.000249,0.963208,0.331685,0.208083,0.000007,0.983192,0.387625,0.081473,0.000007,0.963208,0.254682,1.059248,32495,4061.875,457,29200,9501.319611,12489,2081.5,181,11584,4249.647191,44984,3213.142857,181,29200,7764.406268,8,6,14,0.749906,7.552528,5.664396,13.216924,623,77.875,66,126,19.055429,647,107.833333,66,199,52.193284,1270,90.714286,66,199,39.93464,1.038522,588.153105,610.810688,1198.963793,1,2,0,5,13,0,0,0,2,0,3,0,432,324,756,0.692308,0.5,0.595276
192.168.1.195,49696,185.244.25.235,6667,0.151735,0.000256,0.949949,0.326128,0.208185,0.000004,0.968684,0.38038,0.081704,0.000004,0.949949,0.250857,1.062248,32495,4061.875,457,29200,9501.319611,12489,2081.5,181,11584,4249.647191,44984,3213.142857,181,29200,7764.406268,8,6,14,0.749906,7.531198,5.648398,13.179596,623,77.875,66,126,19.055429,647,107.833333,66,199,52.193284,1270,90.714286,66,199,39.93464,1.038522,586.492043,609.085637,1195.57768,1,2,0,5,13,0,0,0,2,0,3,0,432,324,756,0.692308,0.5,0.595276
192.168.1.195,50606,185.244.25.235,6667,0.153841,0.000249,0.967701,0.332776,0.203484,0.000007,0.983196,0.389931,0.082837,0.000007,0.967701,0.255731,1.076984,32495,4061.875,457,29200,9501.319611,12489,2081.5,181,11584,4249.647191,44984,3213.142857,181,29200,7764.406268,8,6,14,0.749906,7.428151,5.571113,12.999264,611,76.375,66,126,19.454675,647,107.833333,66,199,52.193284,1258,89.857143,66,199,40.325209,1.058918,567.325048,600.751729,1168.076777,1,2,0,5,13,0,0,0,2,0,3,0,432,324,756,0.705882,0.5,0.600954
192.168.1.195,52552,185.244.25.235,6667,0.153877,0.00025,0.966467,0.332234,0.203636,0.000007,0.983192,0.389857,0.082857,0.000007,0.966467,0.255355,1.07724,32495,4061.875,457,29200,9501.319611,12489,2081.5,181,11584,4249.647191,44984,3213.142857,181,29200,7764.406268,8,6,14,0.749906,7.426386,5.569789,12.996175,611,76.375,66,126,19.454675,647,107.833333,66,199,52.193284,1258,89.857143,66,199,40.325209,1.058918,567.190227,600.608964,1167.799191,1,2,0,5,13,0,0,0,2,0,3,0,432,324,756,0.705882,0.5,0.600954
192.168.1.195,52912,185.244.25.235,6667,0.153948,0.000248,0.953477,0.326918,0.203788,0.000019,0.971464,0.384004,0.082895,0.000019,0.953477,0.251651,1.077736,32495,4061.875,457,29200,9501.319611,12489,2081.5,181,11584,4249.647191,44984,3213.142857,181,29200,7764.406268,8,6,14,0.749906,7.422968,5.567226,12.990194,611,76.375,66,126,19.454675,647,107.833333,66,199,52.193284,1258,89.857143,66,199,40.325209,1.058918,566.929192,600.332549,1167.261741,1,2,0,5,13,0,0,0,2,0,3,0,432,324,756,0.705882,0.5,0.600954
192.168.1.195,53266,185.244.25.235,6667,0.153984,0.000249,0.967213,0.332513,0.203584,0.000006,0.983685,0.390125,0.082914,0.000006,0.967213,0.255569,1.077987,32495,4061.875,457,29200,9501.319611,12489,2081.5,181,11584,4249.647191,44984,3213.142857,181,29200,7764.406268,8,6,14,0.749906,7.42124,5.56593,12.98717,611,76.375,66,126,19.454675,647,107.833333,66,199,52.193284,1258,89.857143,66,199,40.325209,1.058918,566.797188,600.192767,1166.989955,1,2,0,5,13,0,0,0,2,0,3,0,432,324,756,0.705882,0.5,0.600954
192.168.1.195,53034,185.244.25.235,6667,0.153984,0.000251,0.958457,0.328955,0.203286,0.000007,0.974443,0.385696,0.082914,0.000007,0.958457,0.253064,1.077986,32495,4061.875,457,29200,9501.319611,12489,2081.5,181,11584,4249.647191,44984,3213.142857,181,29200,7764.406268,8,6,14,0.749906,7.421247,5.565935,12.987182,611,76.375,66,126,19.454675,647,107.833333,66,199,52.193284,1258,89.857143,66,199,40.325209,1.058918,566.797714,600.193323,1166.991037,1,2,0,5,13,0,0,0,2,0,3,0,432,324,756,0.705882,0.5,0.600954
192.168.1.195,50632,185.244.25.235,6667,0.154019,0.000251,0.968948,0.333211,0.203835,0.000006,0.985438,0.390874,0.082933,0.000006,0.968948,0.256062,1.078234,32495,4061.875,457,29200,9501.319611,12489,2081.5,181,11584,4249.647191,44984,3213.142857,181,29200,7764.406268,8,6,14,0.749906,7.41954,5.564655,12.984195,611,76.375,66,126,19.454675,647,107.833333,66,199,52.193284,1258,89.857143,66,199,40.325209,1.058918,566.667347,600.055276,1166.722623,1,2,0,5,13,0,0,0,2,0,3,0,432,324,756,0.705882,0.5,0.600954
192.168.1.195,51868,185.244.25.235,6667,0.15402,0.000249,0.966209,0.332061,0.204037,0.000007,0.984683,0.390404,0.082934,0.000007,0.966209,0.255263,1.078237,32495,4061.875,457,29200,9501.319611,12489,2081.5,181,11584,4249.647191,44984,3213.142857,181,29200,7764.406268,8,6,14,0.749906,7.419519,5.564639,12.984158,611,76.375,66,126,19.454675,647,107.833333,66,199,52.193284,1258,89.857143,66,199,40.325209,1.058918,566.66577,600.053606,1166.719376,1,2,0,5,13,0,0,0,2,0,3,0,432,324,756,0.705882,0.5,0.600954
192.168.1.195,49312,185.244.25.235,6667,0.154092,0.000252,0.963952,0.330965,0.212179,0.000251,0.981689,0.38491,0.082973,0.000248,0.963952,0.254558,1.078745,32495,4061.875,457,29200,9501.319611,12489,2081.5,181,11584,4249.647191,44984,3213.142857,181,29200,7764.406268,8,6,14,0.749906,7.416025,5.562019,12.978044,623,77.875,66,126,19.055429,647,107.833333,66,199,52.193284,1270,90.714286,66,199,39.93464,1.038522,577.522955,599.77103,1177.293985,1,2,0,5,13,0,0,0,2,0,3,0,432,324,756,0.692308,0.5,0.595276
192.168.1.195,51838,185.244.25.235,6667,0.154126,0.00025,0.9627,0.330641,0.202836,0.000006,0.978688,0.388007,0.082991,0.000006,0.9627,0.254269,1.078985,32495,4061.875,457,29200,9501.319611,12489,2081.5,181,11584,4249.647191,44984,3213.142857,181,29200,7764.406268,8,6,14,0.749906,7.414376,5.560782,12.975158,611,76.375,66,126,19.454675,647,107.833333,66,199,52.193284,1258,89.857143,66,199,40.325209,1.058918,566.272932,599.637622,1165.910554,1,2,0,5,13,0,0,0,2,0,3,0,432,324,756,0.705882,0.5,0.600954
192.168.1.195,52126,185.244.25.235,6667,0.154233,0.00025,0.962453,0.330472,0.203485,0.000006,0.98044,0.388566,0.083049,0.000006,0.962453,0.25417,1.079734,32495,4061.875,457,29200,9501.319611,12489,2081.5,181,11584,4249.647191,44984,3213.142857,181,29200,7764.406268,8,6,14,0.749906,7.409232,5.556924,12.966156,611,76.375,66,126,19.454675,647,107.833333,66,199,52.193284,1258,89.857143,66,199,40.325209,1.058918,565.880115,599.22166,1165.101775,1,2,0,5,13,0,0,0,2,0,3,0,432,324,756,0.705882,0.5,0.600954
192.168.1.195,49074,185.244.25.235,6667,0.154375,0.000251,0.954968,0.327397,0.202133,0.000007,0.97267,0.385362,0.083125,0.000007,0.954968,0.252024,1.080727,32495,4061.875,457,29200,9501.319611,12489,2081.5,181,11584,4249.647191,44984,3213.142857,181,29200,7764.406268,8,6,14,0.749906,7.402424,5.551818,12.954242,611,76.375,66,126,19.454675,647,107.833333,66,199,52.193284,1258,89.857143,66,199,40.325209,1.058918,565.36017,598.67108,1164.03125,1,2,0,5,13,0,0,0,2,0,3,0,432,324,756,0.705882,0.5,0.600954
192.168.1.195,52578,185.244.25.235,6667,0.154412,0.000249,0.961208,0.329937,0.204436,0.000007,0.978945,0.387378,0.083145,0.000007,0.961208,0.253797,1.080987,32495,4061.875,457,29200,9501.319611,12489,2081.5,181,11584,4249.647191,44984,3213.142857,181,29200,7764.406268,8,6,14,0.749906,7.400644,5.550483,12.951127,611,76.375,66,126,19.454675,647,107.833333,66,199,52.193284,1258,89.857143,66,199,40.325209,1.058918,565.224189,598.527087,1163.751276,1,2,0,5,13,0,0,0,2,0,3,0,432,324,756,0.705882,0.5,0.600954
